vol_id,page_seq,entity,type
mdp.39015026712524,289,him,PERSON
uc2.ark:/13960/t7fq9rj4m,161,His,PERSON
mdp.39015050487928,174,his,PERSON
txu.059173025245647,349,Sampson,PERSON
dul1.ark:/13960/t8vb3f54w,368,him,PERSON
uc1.32106005672461,235,her,PERSON
mdp.39015054095792,96,his,PERSON
uc1.$b802237,36,August,DATE
mdp.39015002338021,115,Eddie,PERSON
mdp.39015008240296,87,Asher,PERSON
uc1.31822021280524,14,him,PERSON
nc01.ark:/13960/t3mw3rp2b,239,Latrobe,PERSON
mdp.39015000536758,50,him,PERSON
mdp.39015016414768,212,James Lee,PERSON
mdp.39015025358220,63,Burris,PERSON
uva.x004532923,90,her,PERSON
mdp.39015002185265,566,Chicken George,PERSON
mdp.39015008163613,177,Ulysses,PERSON
uc2.ark:/13960/t7fq9rj4m,166,he,PERSON
mdp.39015014862489,163,Roberto Ruiz Mateos,PERSON
mdp.39015016452230,291,He,PERSON
mdp.39015063942067,134,him,PERSON
dul1.ark:/13960/t6vx6fj7q,41,Georgia,LOCATION
mdp.39015000252448,125,him,PERSON
uva.x000457192,186,North Street,LOCATION
mdp.39015001145047,144,he,PERSON
mdp.39015004191832,184,her,PERSON
uc1.$b63692,272,Panama,LOCATION
mdp.39015061148626,245,1969,DATE
mdp.39015015209623,201,Harlem,LOCATION
dul1.ark:/13960/t8vb3f54w,297,him,PERSON
wu.89000744367,40,Jean,PERSON
mdp.39015053538297,29,Dumaine,PERSON
uc1.$b120181,40,he,PERSON
mdp.39015014862497,67,Jed,PERSON
mdp.39015028489303,148,he,PERSON
mdp.39015030113016,30,he,PERSON
mdp.39015063978962,78,He,PERSON
mdp.39015008629795,177,He,PERSON
uc1.b3973268,86,she,PERSON
pst.000005442492,95,he,PERSON
uva.x030749476,199,his,PERSON
mdp.39015015344974,80,She,PERSON
uc1.$b799449,141,Jule,PERSON
uc1.$b312803,31,she,PERSON
uc1.32106010569173,161,Sophie,PERSON
uc1.$b312802,300,He,PERSON
uva.x000652535,17,he,PERSON
uc1.32106007393728,271,Eric,PERSON
mdp.39015026712524,302,Tony,PERSON
uc1.b3711124,301,He,PERSON
nyp.33433076059314,445,she,PERSON
uva.x000951729,259,He,PERSON
uc1.$b510296,71,her,PERSON
mdp.39015046878727,90,he,PERSON
mdp.39015000544745,189,him,PERSON
nyp.33433076059314,475,he,PERSON
mdp.39015025358220,89,Danny,PERSON
mdp.39015038579374,245,George Sampson,PERSON
mdp.39015018046923,213,she,PERSON
uc1.32106016923267,82,her,PERSON
dul1.ark:/13960/t6vx6fj7q,49,He,PERSON
mdp.39015066051023,119,Henson,PERSON
uc1.$b610326,272,Lark,PERSON
uc1.$b799673,82,Kit Carson,PERSON
mdp.39015040116777,154,James Covey,PERSON
mdp.39015002185265,285,his,PERSON
mdp.39015041189922,170,He,PERSON
uc1.32106014692526,343,Harlem,LOCATION
mdp.39015004733401,122,she,PERSON
njp.32101066122597,226,Leroy,PERSON
mdp.39015010399841,148,He,PERSON
uiug.30112003263263,51,he,PERSON
mdp.39015034312598,160,her,PERSON
mdp.39015020712173,186,Shug,PERSON
mdp.39015001520603,303,her,PERSON
uc1.32106012836174,60,his,PERSON
uc1.b4368522,183,Bock,PERSON
uc2.ark:/13960/t1cj8877v,198,Lemuel,PERSON
emu.010001216911,71,her,PERSON
mdp.39015002185265,308,her,PERSON
uiug.30112002975990,78,his,PERSON
mdp.39015014637402,144,him,PERSON
mdp.39015059435944,148,Yankee,ORGANIZATION
uc1.$b312802,163,he,PERSON
mdp.39015000536758,318,Nick,PERSON
nc01.ark:/13960/t3mw3rp2b,201,Mississippi,LOCATION
mdp.39015053121862,113,she,PERSON
mdp.39015043798431,119,Jude,PERSON
mdp.39015040365572,192,he,PERSON
uc1.$b63692,267,his,PERSON
mdp.39015028686486,93,She,PERSON
mdp.39015014135803,253,Lennie,PERSON
uc1.$b236274,178,her,PERSON
mdp.39015053394352,73,Mary,PERSON
mdp.39015030113016,454,him,PERSON
mdp.39015016454152,114,Franklin,PERSON
mdp.39015011802561,100,Seventh Avenue,LOCATION
uc1.$b805571,48,Gordon,PERSON
mdp.39015053394667,60,Jewish,MISC
umn.31951002374036t,103,Gladys,PERSON
mdp.39015014862471,348,his,PERSON
mdp.39015009022487,188,Joe,PERSON
uc1.b3435126,89,his,PERSON
uc1.b3456549,126,Luke,PERSON
uc2.ark:/13960/t7dr2rd9m,75,He,PERSON
uc1.b3711124,276,$2,MONEY
miun.afb3853.0001.001,320,Etienne Fox,PERSON
uc1.$b401346,123,Hezron,PERSON
uc1.$b610326,72,she,PERSON
mdp.39015026712524,338,Parsons,PERSON
mdp.39015057621065,300,Paris,LOCATION
mdp.39015053538297,198,Victor,PERSON
mdp.39015002185265,301,him,PERSON
mdp.39015014862471,263,him,PERSON
mdp.39015059415839,173,Le Baron,PERSON
uc1.b3711121,445,Wingate,PERSON
uc1.$b610326,39,Howden,ORGANIZATION
uc1.$b76124,197,he,PERSON
mdp.39015028485905,63,Saturday,DATE
uc1.b4368522,82,His,PERSON
mdp.39015004764927,95,Asia,LOCATION
uc1.b3711043,289,his,PERSON
txu.059173023654011,132,She,PERSON
njp.32101066122597,276,Robert,PERSON
uc1.32106002158183,240,Hilton,ORGANIZATION
uc1.$b63692,286,him,PERSON
mdp.39015054272441,37,Three cents,MONEY
uc1.b3711124,65,Dorothy,PERSON
osu.32435067037481,126,he,PERSON
uc1.$b401346,239,Absalom,PERSON
uc1.$b799449,39,Jule,PERSON
uc1.b4368522,148,César,PERSON
uc1.b4095384,39,He,PERSON
uc1.b4450881,84,him,PERSON
uc1.$b120117,110,Lola,PERSON
uc1.$b803136,131,His,PERSON
mdp.39015073377973,139,Sumner,PERSON
inu.32000003479633,163,he,PERSON
mdp.39015012856574,61,he,PERSON
mdp.39015071237948,221,Napoleon,PERSON
mdp.39015046882232,187,She,PERSON
uc1.$b805688,145,she,PERSON
mdp.39015054095792,65,Sunday,DATE
uc1.b3435126,185,he,PERSON
mdp.39015014637402,136,Maximiliano Philip Norman Romano,PERSON
mdp.39015033255236,318,he,PERSON
uva.x000652535,272,him,PERSON
mdp.39015053394295,206,he,PERSON
mdp.39015020712173,153,She,PERSON
miun.afb3853.0001.001,107,Yankee,ORGANIZATION
uc2.ark:/13960/t1cj8877v,107,his,PERSON
uc2.ark:/13960/t88g8g708,507,he,PERSON
mdp.39015002741620,186,Italianate,MISC
uc1.b2838559,182,he,PERSON
mdp.39015054037372,114,her,PERSON
mdp.39015003977678,195,James Clavell,PERSON
mdp.39015014862471,335,Morgan,PERSON
uc1.$b85451,241,Joey,PERSON
mdp.39015041189922,285,him,PERSON
uc1.b3711124,316,his,PERSON
mdp.39015003640045,168,Mother,PERSON
mdp.39015012057637,209,Kansas City,LOCATION
mdp.39015016452230,176,his,PERSON
nnc1.50042212,64,Kase,PERSON
mdp.39015008163613,201,his,PERSON
mdp.39015010962861,161,his,PERSON
uc1.32106012297450,216,she,PERSON
mdp.39015000536758,234,he,PERSON
mdp.39015024079330,244,He,PERSON
txu.059173025245647,236,he,PERSON
uc1.b2838559,140,Betty,PERSON
mdp.39015066034508,105,him,PERSON
mdp.39015034312598,20,him,PERSON
uc1.b3711124,249,he,PERSON
mdp.39015019472599,278,Spuyten Duyvil,ORGANIZATION
txu.059173018339015,165,his,PERSON
mdp.39015054095792,78,him,PERSON
mdp.39015050487928,146,her,PERSON
uc1.$b799792,204,he,PERSON
uc1.b3711121,501,he,PERSON
mdp.39015001511172,227,her,PERSON
uc1.32106007125674,78,Barnett,PERSON
uc1.$b76124,48,she,PERSON
mdp.39015037468769,56,he,PERSON
mdp.39015014862448,151,North,PERSON
dul1.ark:/13960/t8vb3f54w,181,he,PERSON
uc1.$b799792,42,she,PERSON
mdp.39015042099351,289,He,PERSON
mdp.39015050555963,146,her,PERSON
uiug.30112003263263,60,she,PERSON
mdp.39015054095792,306,he,PERSON
nnc1.50042212,177,he,PERSON
nyp.33433044940785,75,her,PERSON
mdp.39015050487928,81,her,PERSON
uc1.32106002158183,27,he,PERSON
mdp.49015001406827,67,him,PERSON
mdp.39015066034508,78,Joe Hamilton,PERSON
uc1.b3711124,329,Stanfield,PERSON
txu.059173025245647,212,Santiago,LOCATION
mdp.39015004764927,297,his,PERSON
mdp.39015031592358,449,his,PERSON
mdp.39015073377973,181,his,PERSON
uc1.b4397888,242,He,PERSON
mdp.39015008240296,33,his,PERSON
wu.89000744367,154,she,PERSON
inu.32000003479633,152,his,PERSON
txu.059173025245647,224,his,PERSON
uc1.b4095384,361,Kamikaze,MISC
mdp.39015047473577,268,he,PERSON
mdp.39015054061430,233,she,PERSON
mdp.39015038025527,110,Frank Petersen,PERSON
emu.010001355363,273,her,PERSON
osu.32435058033408,9,him,PERSON
mdp.39015043798431,60,she,PERSON
uc1.b3711043,189,Swedes,MISC
mdp.39015011800169,130,her,PERSON
mdp.39015033255236,73,him,PERSON
mdp.39015031791232,57,her,PERSON
mdp.39015024079561,188,Sweet Catawba,ORGANIZATION
mdp.39015010399841,99,Misha,PERSON
uc1.b3711124,368,Memphis,LOCATION
uc1.32106002174701,64,Jethro,PERSON
mdp.39015046438019,221,Davis,PERSON
uc1.$b805638,63,his,PERSON
osu.32435018561423,11,Her,PERSON
inu.32000003479633,17,his,PERSON
uc1.32106002143938,110,he,PERSON
uc1.b3973268,288,Lagos,LOCATION
umn.31951002320734j,246,her,PERSON
mdp.39015042099351,259,her,PERSON
uc1.b3688127,94,Ella,PERSON
uc1.$b101950,122,her,PERSON
mdp.39015020712173,122,her,PERSON
uc1.31822013860861,90,Brazilians,MISC
mdp.39015014862471,25,Ross,PERSON
mdp.39015003636167,209,he,PERSON
uc1.b2838559,85,5 percent,PERCENT
uc1.$b807567,13,Negro,MISC
mdp.39015002375338,385,his,PERSON
mdp.39015000544745,148,him,PERSON
mdp.39015010423526,22,his,PERSON
uc2.ark:/13960/t02z12t8w,289,Ten Years Cuban War,MISC
uc1.31822021280524,100,Carew,PERSON
mdp.39015002781840,99,he,PERSON
mdp.39015011802561,54,she,PERSON
mdp.39015053538297,118,Monsieur Olivier,PERSON
mdp.39015054095792,78,Howdya,PERSON
mdp.39015014135803,409,Mexico City,LOCATION
uc1.$b401343,34,His,PERSON
miun.abr7583.0001.001,21,Marshall,PERSON
mdp.39015003977678,34,Bob,PERSON
mdp.39015018971088,251,she,PERSON
mdp.39015053394543,52,He,PERSON
mdp.39015014139243,238,he,PERSON
uc1.b4368522,56,Menard,PERSON
mdp.39015030113016,331,her,PERSON
uva.x000170689,124,He,PERSON
uc1.$b76124,197,Serena,PERSON
mdp.39015014637402,389,his,PERSON
mdp.39015010399841,87,Istanbul,LOCATION
mdp.39015011911768,42,him,PERSON
mdp.39015004128289,148,Sam,PERSON
mdp.39015002318718,140,he,PERSON
mdp.39015038025527,336,James,PERSON
uc2.ark:/13960/t17m04p6z,52,Meg,PERSON
mdp.39015020728666,130,her,PERSON
mdp.39015004168491,34,he,PERSON
osu.32435017630211,57,He,PERSON
uc1.b3711124,117,Wyeth,PERSON
uc1.32106007125674,215,she,PERSON
mdp.39015007057337,36,Mme Juvet,PERSON
uc1.32106016182757,203,Sofia,LOCATION
uc1.b2838559,149,Ben,PERSON
uc1.$b805638,45,she,PERSON
mdp.39015007057337,244,he,PERSON
mdp.39015004753730,295,Lillian,PERSON
uc1.$b102361,270,his,PERSON
uc1.32106002143938,20,Bunny,PERSON
ucbk.ark:/28722/h29z8m,291,she,PERSON
txu.059173005430726,369,Maria Barriga,PERSON
wu.89098876212,190,He,PERSON
uc1.$b807567,228,he,PERSON
mdp.39015014891447,186,he,PERSON
mdp.39015014135811,561,him,PERSON
osu.32435017630211,58,her,PERSON
osu.32435017630211,116,she,PERSON
uc1.b4450909,74,70,DATE
uc1.b3435067,105,He,PERSON
mdp.39015061148626,209,he,PERSON
mdp.39015014135803,68,She,PERSON
mdp.39015013742807,196,South,LOCATION
uc1.b5521446,124,he,PERSON
mdp.39015025101117,247,he,PERSON
uc1.b4368522,263,he,PERSON
uc1.32106012836174,202,She,PERSON
nc01.ark:/13960/t3hx2p070,156,she,PERSON
mdp.39015001520702,186,his,PERSON
mdp.39015016452453,166,Grand Alliance of Firemen,ORGANIZATION
mdp.39015054037372,84,She,PERSON
uc1.$b119911,276,She,PERSON
mdp.39015046878727,25,He,PERSON
mdp.49015001406827,166,Brown,PERSON
uc2.ark:/13960/t88g8g708,507,him,PERSON
txu.059173005430726,299,him,PERSON
txu.059173023654011,109,Anne Frank,PERSON
mdp.39015002719634,232,Will Dudley,PERSON
uc1.b3110724,166,Englishman,MISC
mdp.39015053394352,67,Solmen,PERSON
mdp.39015040104955,13,his,PERSON
mdp.39015004315027,42,his,PERSON
nc01.ark:/13960/t1mg7zs6x,68,her,PERSON
nyp.33433076059314,371,she,PERSON
mdp.39015031795100,71,him,PERSON
mdp.39015028686486,106,she,PERSON
mdp.39015053394543,129,Scotty,PERSON
txu.059173005430726,567,Johnson,PERSON
mdp.39015040365572,94,Bruce,PERSON
mdp.39015018046923,37,he,PERSON
umn.31951002374036t,98,her,PERSON
mdp.39015018046923,174,Doyle,PERSON
uiug.30112003263263,125,Arnold Campbell,PERSON
mdp.39015016454574,228,New York,LOCATION
wu.89098876212,124,her,PERSON
mdp.39015002375338,147,morning,TIME
mdp.39015008240296,232,he,PERSON
nyp.33433044940785,82,Web Coleman,PERSON
loc.ark:/13960/t9r21t21g,264,She,PERSON
mdp.39015000536758,37,she,PERSON
mdp.39015046882232,224,Sinis,PERSON
mdp.39015011340158,24,English,MISC
uc1.$b63731,137,Paula,PERSON
mdp.39015059415839,125,her,PERSON
mdp.39015028718305,251,her,PERSON
mdp.39015014862489,268,his,PERSON
mdp.39015014776184,97,Mathu,PERSON
mdp.39015001520603,162,her,PERSON
nc01.ark:/13960/t9t16484h,49,Jerry,PERSON
mdp.39015031592358,353,he,PERSON
uc1.$b808977,285,his,PERSON
mdp.39015003640045,104,her,PERSON
ucbk.ark:/28722/h29z8m,358,Ykka,PERSON
osu.32435058033408,213,he,PERSON
dul1.ark:/13960/t6vx6fj7q,466,her,PERSON
mdp.39015012856574,34,Central City,LOCATION
umn.31951002078879g,162,Marvin,PERSON
mdp.39015014891447,313,Lamont,PERSON
mdp.39015053394352,115,6:30,TIME
nc01.ark:/13960/t1mg7zs6x,178,her,PERSON
mdp.39015063942067,108,Lightning,PERSON
mdp.39015040577473,92,She,PERSON
uc1.b5521446,316,Wyatt Hoffman,PERSON
uc1.b3711043,179,he,PERSON
uc1.32106007393728,35,she,PERSON
uc2.ark:/13960/t4kk94s0d,68,Georgiana,PERSON
uiug.30112002868674,98,he,PERSON
mdp.39015002375338,350,New York,LOCATION
miun.abw7392.0001.001,168,he,PERSON
mdp.39015048708344,70,Montie,PERSON
uc1.b3435126,346,He,PERSON
uc1.32106016182757,123,Albert,PERSON
mdp.39015014135811,312,he,PERSON
mdp.39015059435944,212,his,PERSON
uc1.32106013616450,27,She,PERSON
mdp.39015050487928,128,John Henry,PERSON
pst.000051150549,135,Saturday,DATE
mdp.39015004729474,260,her,PERSON
uc1.$b87048,169,his,PERSON
uc1.b4368520,199,him,PERSON
uc1.$b76124,305,Lily,PERSON
mdp.39015004764927,343,Joshua,PERSON
mdp.39015038025527,75,she,PERSON
mdp.39015059415839,177,Virginia,LOCATION
mdp.49015001406827,51,he,PERSON
mdp.39015061148626,98,he,PERSON
mdp.39015059435944,177,Elisse,PERSON
uc1.$b312452,127,he,PERSON
uc2.ark:/13960/t0tq5rh9j,104,her,PERSON
uc1.b3687493,55,Jimmy,PERSON
uiug.30112002951454,170,Irv,PERSON
uc1.$b102361,275,He,PERSON
mdp.39015016415658,137,him,PERSON
mdp.39015053394667,113,his,PERSON
mdp.39015008629795,90,his,PERSON
mdp.39015031233243,440,Zora Cresswell,PERSON
uc1.$b87048,271,his,PERSON
dul1.ark:/13960/t6vx6fj7q,316,He,PERSON
uiug.30112044974753,112,he,PERSON
mdp.39015002375338,406,Jo Ann,PERSON
mdp.39015021979961,36,she,PERSON
mdp.39015014891447,46,his,PERSON
mdp.39015016415658,118,her,PERSON
uva.x002765161,35,Flaubert,PERSON
uc1.$b510296,113,2237,DATE
osu.32435067037481,162,HERMAN POMERANZ,PERSON
mdp.39015016452230,260,his,PERSON
uc1.b3711043,407,Kerman,PERSON
mdp.39015000536758,448,Riley,PERSON
inu.32000003479633,29,Matthew,PERSON
emu.10002350164,215,Tom Howell,PERSON
uc1.b3711043,242,she,PERSON
uc1.32106007387381,197,his,PERSON
mdp.39015000544745,297,Louis,LOCATION
uc2.ark:/13960/t7dr2rd9m,180,Ellen,PERSON
mdp.39015014862471,228,Ramón,PERSON
mdp.39015024079330,97,his,PERSON
mdp.39015025101117,55,Maxine,PERSON
mdp.39015014862497,48,Mose,PERSON
mdp.39015040116777,135,Roger Baldwin-hired,PERSON
mdp.39015016415658,36,Molly,PERSON
mdp.39015016415658,192,his,PERSON
mdp.39015053538297,35,Joiisset,PERSON
mdp.39015016454152,196,he,PERSON
uc1.32106007387381,69,he,PERSON
mdp.39015020716356,273,Anno Domini,PERSON
nc01.ark:/13960/t3wt00v24,95,West,PERSON
uc1.32106014425844,279,Hawthorne,PERSON
mdp.39015054095792,256,her,PERSON
uc1.32106016182757,79,She,PERSON
nyp.33433076059314,420,his,PERSON
mdp.39015004753730,29,Hetta,PERSON
mdp.39015020716356,250,his,PERSON
uc2.ark:/13960/t6k06z120,110,him,PERSON
mdp.39015042824089,205,she,PERSON
mdp.39015014859253,305,evening,TIME
mdp.39015073389192,16,Steeleville,LOCATION
uc1.b3110724,44,Tom Madgwick,PERSON
mdp.39015014135803,236,he,PERSON
uc1.32106005672461,223,She,PERSON
mdp.39015038025527,386,she,PERSON
mdp.39015016452453,200,Lonnie James,PERSON
mdp.39015053140193,113,Jon,PERSON
uc1.$b805638,171,her,PERSON
dul1.ark:/13960/t6vx6fj7q,429,Ogle,PERSON
mdp.39015066059711,106,Tim,PERSON
uc1.b3973268,128,she,PERSON
uc1.$b802359,238,her,PERSON
mdp.39015054037372,45,he,PERSON
uc1.b3711043,67,him,PERSON
mdp.39015020712173,285,his,PERSON
mdp.39015059435944,51,Yankee,ORGANIZATION
uc1.32106002116413,88,him,PERSON
mdp.39015002185265,115,he,PERSON
uc1.$b102361,58,he,PERSON
mdp.39015000536758,19,O'Neil,PERSON
uc1.$b102361,130,his,PERSON
mdp.39015020648625,336,Luther,PERSON
mdp.39015002781840,136,her,PERSON
uc1.32106016182757,220,she,PERSON
mdp.39015014135803,331,Jewish,MISC
uc1.b3973268,50,he,PERSON
uc1.31822013860861,57,Luxembourg Gardens,LOCATION
pst.000046347077,102,She,PERSON
ucbk.ark:/28722/h29z8m,433,Sanzeds,MISC
uc2.ark:/13960/t88g8g708,52,he,PERSON
mdp.39015041189922,211,her,PERSON
mdp.39015030202835,107,him,PERSON
mdp.39015000536758,262,Saturday,DATE
uc1.$b805638,121,his,PERSON
mdp.39015028718305,57,him,PERSON
uc1.$b63731,139,she,PERSON
mdp.39015004712637,155,his,PERSON
mdp.39015033142137,200,Emily,PERSON
uc2.ark:/13960/t8mc8s37n,294,She,PERSON
uc1.32106007456509,164,she,PERSON
mdp.39015032193891,132,Saint Louis,LOCATION
mdp.39015020712173,404,him,PERSON
uc1.$b800082,57,Washington Square,LOCATION
mdp.39015014891447,294,her,PERSON
mdp.39015054272441,146,Chandler,PERSON
pst.000005442492,46,her,PERSON
mdp.39015030202835,166,five dollars,MONEY
njp.32101068170834,265,he,PERSON
mdp.39015054272441,153,June,DATE
uva.x004346812,188,he,PERSON
mdp.39015020712173,281,his,PERSON
uc1.b3711043,438,his,PERSON
osu.32435067037739,94,Numaga,LOCATION
uc1.b3273229,126,she,PERSON
mdp.39015016452453,82,his,PERSON
uc1.32106013616450,162,Pietro,LOCATION
mdp.39015040637855,111,Ethan,PERSON
uva.x004346812,255,Wilson,PERSON
osu.32435067037739,102,Cumber,PERSON
uc1.b3711043,183,He,PERSON
nc01.ark:/13960/t1mg7zs6x,39,He,PERSON
uc1.32106010537014,188,her,PERSON
mdp.39015002375338,236,his,PERSON
emu.10002331914,332,Claves,PERSON
mdp.39015004184241,97,she,PERSON
uc1.32106010537014,292,Western,MISC
mdp.39015071237948,173,she,PERSON
ucbk.ark:/28722/h29z8m,295,him,PERSON
mdp.39015014139243,102,Africa,LOCATION
uc1.32106016182757,38,she,PERSON
mdp.39015008629795,148,Chinatown,LOCATION
uc1.b3711043,250,He,PERSON
mdp.39015034312598,38,Locust,LOCATION
uc1.$b803101,306,he,PERSON
mdp.39015040116777,318,her,PERSON
uc1.$b799449,210,He,PERSON
mdp.39015011911768,97,she,PERSON
mdp.39015030113016,378,Aurore,PERSON
mdp.39015028095795,302,he,PERSON
mdp.39015016452230,199,Arthur,PERSON
mdp.39015033979934,89,Mavis,PERSON
mdp.39015021979961,43,she,PERSON
dul1.ark:/13960/t8vb3f54w,168,she,PERSON
uc1.b3435067,177,his,PERSON
uc1.b4397888,282,Bonnie,PERSON
uc1.32106012836174,213,she,PERSON
mdp.39015009022487,215,she,PERSON
uc1.32106010537014,48,her,PERSON
uc1.b3688127,214,he,PERSON
mdp.39015016452750,108,George,PERSON
mdp.39015014139243,196,she,PERSON
mdp.39015020712173,204,he,PERSON
mdp.39015004764927,251,his,PERSON
mdp.39015030113503,313,his,PERSON
mdp.39015002719949,69,his,PERSON
uc1.$b799673,170,Sacramento,LOCATION
uc1.$b87048,76,she,PERSON
mdp.39015054061430,37,she,PERSON
hvd.32044010288199,20,she,PERSON
mdp.39015040577473,218,He,PERSON
uc1.32106014692526,349,Hod,PERSON
uc1.b3687493,40,his,PERSON
mdp.39015028489303,75,Chicago,LOCATION
uc1.b3711121,233,he,PERSON
mdp.39015053394667,233,She,PERSON
mdp.39015033255236,169,her,PERSON
mdp.39015018046923,89,Africa,LOCATION
osu.32435018461947,119,he,PERSON
nyp.33433076094543,13,Boston Dray,ORGANIZATION
mdp.39015033142137,56,her,PERSON
uc1.$b805413,66,him,PERSON
uc2.ark:/13960/t3cz32x93,117,Jack,PERSON
nc01.ark:/13960/t1mg7zs6x,153,John,PERSON
osu.32435018054957,394,his,PERSON
miun.abr7583.0001.001,253,France,LOCATION
mdp.39015037468769,24,She,PERSON
uc1.32106012836174,144,him,PERSON
uc1.32106007393728,346,his,PERSON
mdp.39015003682385,78,his,PERSON
mdp.39015004764927,143,him,PERSON
mdp.39015053140193,97,He,PERSON
mdp.39015050487928,262,Her,PERSON
uc1.b4368520,157,Dolly Madison,PERSON
mdp.39015002340217,238,New York,LOCATION
mdp.39015031592358,314,he,PERSON
mdp.39015002741612,225,he,PERSON
uc1.32106002158183,249,he,PERSON
dul1.ark:/13960/t8vb3f54w,193,he,PERSON
mdp.39015050487928,80,Amtrak,ORGANIZATION
mdp.39015001520702,42,Wren,PERSON
nc01.ark:/13960/t3wt00v24,16,Negro,MISC
mdp.39015003640045,82,her,PERSON
mdp.39015014135811,554,he,PERSON
mdp.39015020712173,402,Madonna,PERSON
mdp.39015003636191,43,he,PERSON
uc1.b2838559,84,Mexicans,MISC
mdp.39015014637402,247,His,PERSON
uva.x000951729,254,she,PERSON
mdp.39015040104955,24,she,PERSON
mdp.39015014862471,24,His,PERSON
mdp.39015002169061,79,Ebony,ORGANIZATION
uc1.32106002158183,337,Blimin,PERSON
uc1.$b799449,73,Jule,PERSON
uiug.30112002544713,165,his,PERSON
inu.39000005850206,114,Saturday,DATE
uc1.$b401343,212,Bianca,PERSON
mdp.39015000549397,107,his,PERSON
uc1.32106007393728,378,She,PERSON
mdp.39015004753730,421,she,PERSON
umn.31951002374036t,65,he,PERSON
mdp.39015004764927,202,his,PERSON
mdp.39015003977678,126,him,PERSON
mdp.39015000536758,175,Nick,PERSON
uc1.$b76124,52,her,PERSON
mdp.39015037468769,51,She,PERSON
uc1.b4368522,50,he,PERSON
uc1.$b805413,80,her,PERSON
uc1.32106007387381,399,Clifton,PERSON
mdp.39015004184241,144,him,PERSON
mdp.39015028095795,339,she,PERSON
mdp.39015053121862,92,He,PERSON
txu.059173023654011,91,Maroons,ORGANIZATION
uc1.$b802239,121,She,PERSON
mdp.39015014862489,156,He,PERSON
mdp.39015020728666,20,European,MISC
nc01.ark:/13960/t9p279r4b,191,his,PERSON
mdp.39015011802561,13,Her,PERSON
uc1.b3688127,132,Stevens,PERSON
mdp.39015013331627,294,Left Bank,ORGANIZATION
mdp.39015014776184,52,Chimley,PERSON
uc2.ark:/13960/t02z12t8w,255,New York City,LOCATION
uc1.$b63731,263,his,PERSON
mdp.39015034518962,138,Clea,PERSON
emu.010002426670,36,he,PERSON
nc01.ark:/13960/t3mw3rp2b,120,her,PERSON
mdp.39015002185265,21,her,PERSON
nnc1.50042212,49,her,PERSON
mdp.39015016414768,23,night,TIME
mdp.39015018046923,264,Marietta Street,LOCATION
uc1.b3711121,328,her,PERSON
mdp.39015014135811,144,him,PERSON
uc1.b3711124,384,his,PERSON
mdp.39015025101117,254,Yeh,PERSON
mdp.39015028489303,86,Her,PERSON
uc1.b4495386,106,she,PERSON
mdp.39015011802561,136,she,PERSON
emu.010001355363,268,Carteret,PERSON
uva.x002765161,98,Rudy,PERSON
uc2.ark:/13960/t8mc8s37n,76,She,PERSON
uc1.$b323002,70,She,PERSON
osu.32435017630211,117,her,PERSON
mdp.39015020712173,349,she,PERSON
uc1.$b805413,198,Walter,PERSON
uc1.32106010569173,59,he,PERSON
uc1.32106013616450,192,he,PERSON
mdp.39015030113503,52,he,PERSON
mdp.39015010399841,301,his,PERSON
inu.32000003479633,308,He,PERSON
mdp.39015053394667,61,summer of 1939,DATE
mdp.39015032960943,63,He,PERSON
uc1.32106002172291,212,She,PERSON
mdp.39015004764927,350,He,PERSON
mdp.39015000542749,55,She,PERSON
mdp.39015002338021,65,his,PERSON
uc2.ark:/13960/t4kk94s0d,93,him,PERSON
mdp.39015046886894,228,his,PERSON
inu.32000003479633,178,Matthew,PERSON
umn.31951002320734j,511,Eddie,PERSON
mdp.39015029749507,34,Frances,PERSON
mdp.39015081383146,65,him,PERSON
uc2.ark:/13960/t88g8g708,149,He,PERSON
mdp.39015034312598,238,Theodore,PERSON
txu.059173025245647,337,he,PERSON
mdp.39015007057337,46,Diron,PERSON
uc1.b4368522,114,César,PERSON
uc1.$b251007,178,him,PERSON
mdp.39015014637402,84,Nick,PERSON
emu.010001216911,118,Sam,PERSON
txu.059173005430726,365,she,PERSON
uc1.b3273229,110,she,PERSON
mdp.39015071237948,161,he,PERSON
uc1.b3688021,27,her,PERSON
mdp.39015014891447,259,Bethune,PERSON
mdp.39015048899069,34,her,PERSON
mdp.39015048899069,55,Her,PERSON
ucbk.ark:/28722/h20g1b,84,James,PERSON
mdp.39015025101117,152,Jake,PERSON
mdp.39015004128289,87,him,PERSON
nc01.ark:/13960/t3wt00v24,103,her,PERSON
uc1.b4495386,94,He,PERSON
mdp.39015050487928,386,Bobby Figgis,PERSON
mdp.39015011800169,104,Jesse,PERSON
mdp.39015004168491,98,Woody,PERSON
mdp.39015035342958,144,Parris,PERSON
mdp.39015047473577,110,his,PERSON
mdp.39015021862308,145,she,PERSON
mdp.39015014862471,40,his,PERSON
uc1.32106012297450,102,Rufel,PERSON
uc1.$b251007,109,this evening,TIME
nnc1.50042178,124,his,PERSON
mdp.39015073389192,63,Griffin,PERSON
uc1.$b63692,203,Dora,PERSON
mdp.39015014135803,17,Avenida Jupiter,LOCATION
hvd.32044010288199,62,Dutch,MISC
mdp.39015028095795,275,he,PERSON
mdp.39015016454152,132,Fernandina,LOCATION
nc01.ark:/13960/t3mw3rp2b,220,Marie,PERSON
mdp.39015040365572,44,Elvira,PERSON
