,vol_id,page_seq,entity,type
71187,uc2.ark:/13960/t8mc8s37n,311,Wynn,PERSON
71188,uc1.$b87048,68,Mary,PERSON
71189,uc1.b3711124,344,she,PERSON
71190,uva.x000951729,47,America,LOCATION
71191,mdp.39015028489303,139,he,PERSON
71192,mdp.39015040116777,216,January A.D. 1840,DATE
71193,uc1.b3711043,458,him,PERSON
71194,osu.32435067037739,21,Shanghai,LOCATION
71195,uiuc.3004694,279,Uncle Dan Givens,PERSON
71196,uc1.b3973268,196,he,PERSON
71197,mdp.39015059415839,435,Negro,MISC
71198,mdp.39015002185265,475,he,PERSON
71199,mdp.39015013742807,165,Belle,PERSON
71200,uc2.ark:/13960/t88g8g708,199,he,PERSON
71201,mdp.39015016454152,79,Pruitt,PERSON
71202,mdp.39015000543242,178,Gommy,PERSON
71203,mdp.39015034312598,218,Rodina,PERSON
71204,uc1.32106016923267,71,Alice,PERSON
71205,mdp.39015046886894,38,her,PERSON
71206,uc1.32106012836174,112,his,PERSON
71207,mdp.39015016454574,198,Monday,DATE
71208,mdp.39015014862257,45,he,PERSON
71209,uc1.b2839282,266,her,PERSON
71210,uc2.ark:/13960/t78s4m33w,251,him,PERSON
71211,uc1.$b312452,84,Hunter,PERSON
71212,uc1.32106012836174,63,her,PERSON
71213,uc1.$b102361,215,Robert,PERSON
71214,uc2.ark:/13960/t8mc8s37n,351,Southern,MISC
71215,mdp.39015015351599,47,him,PERSON
71216,mdp.39015001145047,243,Bruce,PERSON
71217,miun.afb3853.0001.001,237,her,PERSON
71218,uc1.b3688127,244,Byron,PERSON
71219,uva.x000457192,193,his,PERSON
71220,mdp.39015030113016,150,La Place des Rivières,LOCATION
71221,uc1.b3973268,298,Dutch,MISC
71222,mdp.39015019145260,110,Dorothy,PERSON
71223,nc01.ark:/13960/t9t16484h,158,her,PERSON
71224,osu.32435017630211,130,he,PERSON
71225,txu.059173025245647,183,his,PERSON
71226,inu.30000007418811,273,he,PERSON
71227,mdp.39015053140193,35,him,PERSON
71228,mdp.39015030747045,199,her,PERSON
71229,uva.x030788124,47,his,PERSON
71230,mdp.39015059415839,64,him,PERSON
71231,uc1.b3688127,129,he,PERSON
71232,nyp.33433076094543,54,him,PERSON
71233,uc1.$b323002,207,He,PERSON
71234,uc1.$b401273,146,this very night,TIME
71235,miun.abw7392.0001.001,185,Ernie,PERSON
71236,mdp.39015014637402,291,his,PERSON
71237,mdp.39015014862489,164,his,PERSON
71238,uc1.$b401346,30,he,PERSON
71239,mdp.39015053400332,99,he,PERSON
71240,mdp.39015004753730,108,he,PERSON
71241,inu.39000005850206,236,He,PERSON
71242,txu.059173018339015,166,He,PERSON
71243,uc1.b3711043,122,his,PERSON
71244,uc1.$b401343,222,She,PERSON
71245,mdp.39015016452453,135,He,PERSON
71246,osu.32435001929710,142,Garnet,PERSON
71247,txu.059173025245647,342,He,PERSON
71248,nyp.33433076059314,259,he,PERSON
71249,mdp.39015057621065,272,August,DATE
71250,uc1.$b102361,61,sistuh-Miz Fletchuh,MISC
71251,miun.afb3853.0001.001,122,his,PERSON
71252,mdp.39015003635185,198,Joe,PERSON
71253,hvd.32044021096433,134,he,PERSON
71254,uc1.b4095384,411,him,PERSON
71255,uc1.b3711121,289,Louisville,LOCATION
71256,uc1.$b300242,67,her,PERSON
71257,mdp.39015002741612,244,he,PERSON
71258,pst.000051150549,81,Lowdnes County,LOCATION
71259,mdp.39015000536758,286,Porkchop,PERSON
71260,uc1.32106018321106,230,he,PERSON
71261,uc1.b2839282,122,Sunday,DATE
71262,uc1.$b799168,41,Bulleye,PERSON
71263,uc1.$b610326,50,his,PERSON
71264,osu.32435018561423,185,her,PERSON
71265,mdp.39015004764927,348,Ephraim,PERSON
71266,mdp.39015057601315,126,she,PERSON
71267,uc1.b3711124,171,Cleo Johnson,PERSON
71268,uc1.b3711043,175,Grant,PERSON
71269,mdp.39015008629795,145,her,PERSON
71270,mdp.39015024079561,214,B.J.,PERSON
71271,mdp.39015073495692,152,him,PERSON
71272,mdp.39015004191832,161,she,PERSON
71273,emu.10002350164,271,Smith,PERSON
71274,mdp.39015021979961,94,Spriggs Payne Field,LOCATION
71275,hvd.32044021096433,284,He,PERSON
71276,mdp.39015059415839,284,Sunday,DATE
71277,mdp.39015073495692,169,Hillary,PERSON
71278,uc1.b3711043,420,Kerman,LOCATION
71279,uva.x000170689,194,he,PERSON
71280,mdp.39015030113016,112,Stephen,PERSON
71281,mdp.39015066059711,325,Joe,PERSON
71282,uc1.b4097270,203,she,PERSON
71283,uc1.b3273229,90,he,PERSON
71284,uc1.b4097270,150,Ralph,PERSON
71285,mdp.39015020648625,288,she,PERSON
71286,mdp.39015021979961,88,Deegbeh,PERSON
71287,mdp.39015000549397,17,Bedbugs,MISC
71288,uc1.$b120108,151,he,PERSON
71289,mdp.39015030113016,168,Aurore,PERSON
71290,uiuc.3004694,300,Tempy,PERSON
71291,inu.32000003479633,245,her,PERSON
71292,njp.32101074760685,77,Bob Sampson,PERSON
71293,mdp.39015014139243,274,Welshtown,LOCATION
71294,mdp.39015011802561,115,Tia Juana,PERSON
71295,loc.ark:/13960/t9r21t21g,206,Megory county,LOCATION
71296,mdp.39015007057337,211,M. de Libertas,PERSON
71297,uc1.$b63692,196,Paris,LOCATION
71298,uc1.$b85451,123,Tom,PERSON
71299,mdp.39015053538297,316,he,PERSON
71300,mdp.39015000536758,386,his,PERSON
71301,uva.x000652535,194,Christmas,MISC
71302,mdp.39015053394295,198,He,PERSON
71303,mdp.39015020712173,184,her,PERSON
71304,mdp.39015003635185,150,her,PERSON
71305,mdp.39015004158161,139,Willie,PERSON
71306,uva.x006115119,71,He,PERSON
71307,uc1.b3273229,144,Sunday,DATE
71308,uc1.$b808977,228,Joe,PERSON
71309,uc1.$b63731,54,he,PERSON
71310,mdp.39015020716356,73,he,PERSON
71311,mdp.39015046438019,309,Thomas,PERSON
71312,mdp.39015002719949,152,Soki,PERSON
71313,mdp.39015038025527,281,Lena,PERSON
71314,mdp.39015046438019,256,South,LOCATION
71315,mdp.39015020716356,270,he,PERSON
71316,uc1.$b312803,73,He,PERSON
71317,mdp.39015020852250,132,her,PERSON
71318,mdp.39015008240296,22,Sam,PERSON
71319,mdp.39015038025527,171,her,PERSON
71320,uc2.ark:/13960/t8mc8s37n,321,he,PERSON
71321,uc1.b4095384,124,He,PERSON
71322,mdp.39015001816555,25,Bilbo,PERSON
71323,mdp.39015024079561,58,him,PERSON
71324,mdp.39015001520603,175,Larnie,PERSON
71325,nc01.ark:/13960/t9t16484h,53,Jerry,PERSON
71326,mdp.39015033142137,48,summer,DATE
71327,uc1.32106016923267,162,his,PERSON
71328,mdp.39015004168491,91,Biglow Brown,PERSON
71329,mdp.39015000536758,395,his,PERSON
71330,mdp.39015001520702,312,he,PERSON
71331,uc1.32106014692526,202,He,PERSON
71332,mdp.39015001145047,53,Zeke,PERSON
71333,mdp.39015053394295,19,her,PERSON
71334,uc1.$b63731,45,her,PERSON
71335,uc1.b3687493,38,Charley,PERSON
71336,uc1.32106010537014,88,Winston,PERSON
71337,uiug.30112001309100,239,she,PERSON
71338,mdp.39015003640045,206,summer,DATE
71339,mdp.39015034312598,156,She,PERSON
71340,uc1.32106014692526,171,he,PERSON
71341,wu.89000744367,270,she,PERSON
71342,mdp.39015033255236,323,Duncan,PERSON
71343,uc1.32106010537014,280,Braithwaite,PERSON
71344,mdp.39015014135811,470,He,PERSON
71345,mdp.39015053394667,101,Drake,PERSON
71346,uc1.$b312802,272,him,PERSON
71347,mdp.39015040621420,122,her,PERSON
71348,mdp.39015016452453,65,he,PERSON
71349,uiug.30112001309258,14,he,PERSON
71350,mdp.39015053394295,241,him,PERSON
71351,txu.059173005430726,100,he,PERSON
71352,mdp.39015038025527,479,Herman,PERSON
71353,nc01.ark:/13960/t3wt00v24,47,his,PERSON
71354,uc1.32106014425844,355,1964,DATE
71355,mdp.39015063942067,79,Aaron,PERSON
71356,umn.31951001812203j,126,his,PERSON
71357,uc1.$b610326,63,his,PERSON
71358,umn.31951002320734j,122,he,PERSON
71359,mdp.39015040116777,237,Adams,PERSON
71360,uc1.32106005672461,91,Jim,PERSON
71361,uc2.ark:/13960/t6k06z120,230,she,PERSON
71362,pst.000006062804,49,her,PERSON
71363,mdp.39015004733401,253,her,PERSON
71364,uc1.$b63731,204,Dorcas,PERSON
71365,txu.059173022944752,203,his,PERSON
71366,mdp.39015040116777,75,Sengbe Pieh,PERSON
71367,mdp.39015066034508,169,Kitty,PERSON
71368,mdp.39015000536758,82,Nick,PERSON
71369,mdp.39015003977678,89,his,PERSON
71370,mdp.39015020712173,201,his,PERSON
71371,mdp.39015020852250,65,She,PERSON
71372,mdp.39015014859253,96,Jane,PERSON
71373,uc1.b3711043,353,his,PERSON
71374,uc1.b4368522,369,He,PERSON
71375,mdp.39015054095792,265,night,TIME
71376,mdp.39015033255236,200,Willis,PERSON
71377,uva.x000170689,216,her,PERSON
71378,mdp.39015003977678,163,she,PERSON
71379,mdp.39015053394543,142,Virginia,LOCATION
71380,mdp.39015026712524,143,Christmas,MISC
71381,uc1.32106013616450,58,her,PERSON
71382,mdp.39015028095795,159,he,PERSON
71383,emu.010001216911,293,He,PERSON
71384,uc1.32106007387381,507,Harlem,LOCATION
71385,uc1.$b805638,164,she,PERSON
71386,uc1.b2839282,66,his,PERSON
71387,uc1.32106014692526,398,him,PERSON
71388,uc1.$b119911,240,He,PERSON
71389,mdp.39015004315027,211,he,PERSON
71390,uc1.$b312803,257,her,PERSON
71391,mdp.39015000536758,410,He,PERSON
71392,uc1.$b401346,191,she,PERSON
71393,uc1.32106012297450,153,He,PERSON
71394,uc1.b3455004,99,he,PERSON
71395,mdp.39015014862448,233,him,PERSON
71396,nc01.ark:/13960/t3hx2p070,288,his,PERSON
71397,miun.afb3853.0001.001,256,Victor,PERSON
71398,mdp.39015063942067,158,Aaron,PERSON
71399,mdp.39015004184241,78,her,PERSON
71400,uc1.$b610326,81,He,PERSON
71401,uc1.b3711043,318,Nick,PERSON
71402,mdp.39015030747045,285,Eric,PERSON
71403,uc1.$b312802,227,Kenneth,PERSON
71404,mdp.39015037468769,263,Brandon,PERSON
71405,hvd.32044019565514,37,her,PERSON
71406,mdp.39015000536758,195,Nick,PERSON
71407,mdp.39015011802561,117,Dummy,PERSON
71408,uiug.30112003263263,43,him,PERSON
71409,uc2.ark:/13960/t88g8g708,391,she,PERSON
71410,uc1.b3711121,463,him,PERSON
71411,uc1.b3687493,38,he,PERSON
71412,uc1.32106002172291,90,Phyllisia,LOCATION
71413,uc1.b4368522,90,1939,DATE
71414,uc1.$b610326,203,his,PERSON
71415,uc1.32106010537014,168,Canaan Baptist,ORGANIZATION
71416,uc1.b3688127,37,Macon,LOCATION
71417,uc1.$b610326,256,Carthage,LOCATION
71418,uc1.b3711121,93,he,PERSON
71419,mdp.39015018971088,198,her,PERSON
71420,mdp.39015066034508,148,his,PERSON
71421,uc1.32106010537014,58,Willie,PERSON
71422,mdp.39015053394543,178,her,PERSON
71423,uva.x004532923,23,Eddie,PERSON
71424,uva.x004346812,296,his,PERSON
71425,uc1.$b799449,208,Bob,PERSON
71426,mdp.39015001145047,352,Tyree,PERSON
71427,uc1.b3462818,95,her,PERSON
71428,njp.32101068170834,236,him,PERSON
71429,mdp.39015040577473,225,Deneen,PERSON
71430,uc1.b3470438,90,Abe Lincoln,PERSON
71431,uc2.ark:/13960/t17m04p6z,366,Meg,PERSON
71432,mdp.39015008240296,216,he,PERSON
71433,nyp.33433076059314,467,Baptiste,PERSON
71434,mdp.39015057621065,199,his,PERSON
71435,mdp.39015063942067,123,He,PERSON
71436,emu.010001216911,283,his,PERSON
71437,miun.abr7583.0001.001,180,Joanna Marshall,PERSON
71438,uc2.ark:/13960/t3cz32x93,51,he,PERSON
71439,uc1.32106002160320,58,him,PERSON
71440,uc1.b3834441,248,Grandison,PERSON
71441,mdp.39015002741612,76,Cherie,PERSON
71442,uc1.$b404100,154,his,PERSON
71443,uc2.ark:/13960/t5fb4xm9r,20,John,PERSON
71444,uc1.32106007125674,271,Moe,PERSON
71445,uc1.32106008091461,153,he,PERSON
71446,uva.x000951729,244,his,PERSON
71447,uc1.$b401343,89,Seaflower,PERSON
71448,mdp.39015020648625,285,her,PERSON
71449,mdp.39015010399841,346,Ibrahim,PERSON
71450,uc1.b4495386,142,Lilly,PERSON
71451,uc1.b3455004,33,her,PERSON
71452,mdp.39015002741612,89,Confederate,MISC
71453,uc1.31822021280524,87,Vicky,PERSON
71454,uc1.$b803136,70,Jack,PERSON
71455,mdp.39015000544745,78,George,PERSON
71456,uc1.b3711124,408,Walton,PERSON
71457,uc1.32106007125674,180,Jeremy,PERSON
71458,miun.abr7583.0001.001,303,Meriwether Bye,PERSON
71459,uiug.30112044974753,73,he,PERSON
71460,mdp.39015011807370,138,her,PERSON
71461,uc1.$b803101,278,His,PERSON
71462,mdp.39015028686486,162,she,PERSON
71463,mdp.39015059435944,196,Leseur,PERSON
71464,mdp.39015046886894,143,Natchez,LOCATION
71465,mdp.39015001520603,171,her,PERSON
71466,uc1.32106012836174,108,him,PERSON
71467,mdp.39015016414768,191,his,PERSON
71468,mdp.39015054037372,219,Luisa,PERSON
71469,mdp.39015054095792,280,winter,DATE
71470,dul1.ark:/13960/t6vx6fj7q,282,he,PERSON
71471,uc1.$b399374,174,her,PERSON
71472,mdp.39015056261855,85,she,PERSON
71473,ucbk.ark:/28722/h20g1b,55,her,PERSON
71474,uc1.$b85451,179,she,PERSON
71475,uc1.$b808977,246,his,PERSON
71476,uc2.ark:/13960/t8mc8s37n,35,New England,LOCATION
71477,mdp.39015010399841,301,he,PERSON
71478,uc1.$b808977,210,Lavinia,PERSON
71479,uc2.ark:/13960/t6k06z120,284,that night,TIME
71480,uc1.$b808977,200,him,PERSON
71481,uc1.32106010537014,16,Linden Hills,LOCATION
71482,uc1.b4495386,20,She,PERSON
71483,mdp.39015000544745,257,Iris,PERSON
71484,mdp.39015009022487,105,Joe,PERSON
71485,mdp.39015014862448,41,his,PERSON
71486,uc1.b3973268,246,he,PERSON
71487,txu.059173022944752,129,her,PERSON
71488,uc1.$b101950,28,her,PERSON
71489,mdp.39015073377973,30,Argustus,PERSON
71490,mdp.39015000544745,317,she,PERSON
71491,uc1.32106014425844,148,he,PERSON
71492,uc1.$b805688,118,her,PERSON
71493,mdp.39015008163613,121,she,PERSON
71494,mdp.39015002781840,47,her,PERSON
71495,uva.x004346812,346,South,LOCATION
71496,uc1.32106007393728,33,she,PERSON
71497,mdp.39015008163613,122,he,PERSON
71498,mdp.39015014776184,142,him,PERSON
71499,uc1.32106010537014,163,her,PERSON
71500,nyp.33433076059314,66,Baptiste,PERSON
71501,mdp.39015014862471,339,Ross Pary,ORGANIZATION
71502,uc2.ark:/13960/t3cz32x93,13,his,PERSON
71503,hvd.32044010288199,28,FEB 27 1922,DATE
71504,uc1.$b300242,163,her,PERSON
71505,uc1.b3687493,138,Joe,PERSON
71506,umn.31951002320734j,460,He,PERSON
71507,mdp.39015050555963,185,he,PERSON
71508,dul1.ark:/13960/t8vb3f54w,242,he,PERSON
71509,mdp.39015000536758,89,him,PERSON
71510,mdp.39015035342958,30,her,PERSON
71511,mdp.39015026712524,138,Bud Saunders,PERSON
71512,uc1.32106016182757,197,Shug,PERSON
71513,mdp.39015016414768,61,her,PERSON
71514,mdp.39015063978962,49,Jennings,PERSON
71515,mdp.39015003636316,107,He,PERSON
71516,mdp.39015014862471,27,Jennie,PERSON
71517,uc1.b3711043,448,his,PERSON
71518,mdp.39015003699884,88,he,PERSON
71519,uc1.$b236274,127,her,PERSON
71520,mdp.39015002185265,265,she,PERSON
71521,mdp.39015035342958,175,she,PERSON
71522,uc2.ark:/13960/t17m04p6z,15,her,PERSON
71523,txu.059173005430726,615,She,PERSON
71524,mdp.39015046886894,20,She,PERSON
71525,mdp.39015053394295,135,he,PERSON
71526,mdp.39015002741612,130,Blaise,PERSON
71527,uc1.32106007393728,411,Eric,PERSON
71528,mdp.39015003640045,179,Empire State Building,LOCATION
71529,mdp.39015059435944,143,she,PERSON
71530,mdp.39015024079330,205,He,PERSON
71531,uc1.b3711043,225,He,PERSON
71532,mdp.39015004729474,119,him,PERSON
71533,mdp.39015061148626,294,he,PERSON
71534,mdp.39015040116777,268,England,LOCATION
71535,mdp.39015024079330,55,he,PERSON
71536,nc01.ark:/13960/t3wt00v24,52,her,PERSON
71537,inu.39000005850206,167,Lucy,PERSON
71538,mdp.39015003640045,203,him,PERSON
71539,mdp.39015033255236,159,her,PERSON
71540,uc2.ark:/13960/t0tq5rh9j,207,his,PERSON
71541,inu.32000003479633,177,her,PERSON
71542,emu.010001355021,273,He,PERSON
71543,txu.059173025245647,152,Spanish,MISC
71544,mdp.39015028095795,16,Olivia,PERSON
71545,miun.aat2524.0001.001,63,Tuesday,DATE
71546,uc1.$b120117,134,her,PERSON
71547,ucbk.ark:/28722/h20g1b,71,James,PERSON
71548,mdp.39015037423764,147,he,PERSON
71549,hvd.32044010288199,98,Roosevelt,PERSON
71550,uc1.b4095384,331,Samuels,PERSON
71551,uc1.$b399374,33,she,PERSON
71552,uc1.32106002143938,193,New York,LOCATION
71553,mdp.39015000544745,281,She,PERSON
71554,mdp.39015046886894,178,She,PERSON
71555,uc1.b3711043,440,Chicago,LOCATION
71556,emu.010001355021,264,her,PERSON
71557,mdp.39015002185265,73,he,PERSON
71558,uc1.$b805638,39,Ella,PERSON
71559,uc1.b3711124,22,Dorothy,PERSON
71560,uc1.$b187128,149,he,PERSON
71561,mdp.39015011911768,213,her,PERSON
71562,mdp.39015053140193,116,his,PERSON
71563,mdp.39015008629795,160,He,PERSON
71564,nc01.ark:/13960/t9p279r4b,184,Wilmington,LOCATION
71565,uva.x004346812,247,his,PERSON
71566,uva.x000652535,105,Jamison,PERSON
71567,mdp.39015008163613,54,she,PERSON
71568,uc1.32106002174701,183,she,PERSON
71569,mdp.39015016440656,144,his,PERSON
71570,mdp.39015003636167,43,he,PERSON
71571,uc1.b3688127,265,him,PERSON
71572,uc1.$b312802,135,Washington,LOCATION
71573,mdp.39015001816555,216,Steve,PERSON
71574,nc01.ark:/13960/t1mg7zs6x,232,his,PERSON
71575,mdp.39015033142137,123,her,PERSON
71576,mdp.39015021862308,20,her,PERSON
71577,mdp.39015002741620,220,he,PERSON
71578,uc1.$b802237,123,Samuel,PERSON
71579,uc1.32106002116413,136,Arkansas,LOCATION
71580,uc2.ark:/13960/t88g8g708,153,him,PERSON
71581,uc1.$b401346,327,He,PERSON
71582,mdp.39015000544745,243,him,PERSON
71583,uc1.32106012836174,181,her,PERSON
71584,uc1.$b236274,135,William,PERSON
71585,mdp.39015014862448,189,New Orleans,LOCATION
71586,uc1.b3711121,451,him,PERSON
71587,mdp.39015038025527,477,Lena,PERSON
71588,uc1.b3688127,248,him,PERSON
71589,uiug.30112001309100,100,him,PERSON
71590,uc1.32106002116413,219,he,PERSON
71591,mdp.39015061148626,204,Selma,LOCATION
71592,osu.32435018461947,47,4%,PERCENT
71593,txu.059173005430726,190,her,PERSON
71594,mdp.39015016414768,168,she,PERSON
71595,mdp.39015030113503,20,him,PERSON
71596,mdp.39015002185265,100,he,PERSON
71597,mdp.39015050487928,289,he,PERSON
71598,mdp.39015054095792,220,Selina,PERSON
71599,mdp.39015014135811,344,his,PERSON
71600,uc1.32106014692526,172,he,PERSON
71601,uc1.$b805688,164,his,PERSON
71602,uc1.$b323002,69,him,PERSON
71603,mdp.39015011359729,125,Jodie,PERSON
71604,uc1.$b76124,61,Van Ryper,PERSON
71605,mdp.39015053394295,163,He,PERSON
71606,uc1.32106002158183,204,Gil,PERSON
71607,mdp.39015041189922,129,He,PERSON
71608,mdp.39015037468769,98,he,PERSON
71609,uc1.b3973268,338,Max,PERSON
71610,miun.abr7583.0001.001,166,him,PERSON
71611,mdp.39015026712524,176,Prince,PERSON
71612,wu.89098876212,307,her,PERSON
71613,mdp.39015002340217,107,he,PERSON
71614,uc1.32106007125674,213,Crawford,PERSON
71615,mdp.39015046746957,31,Americans,MISC
71616,uc1.32106002158183,406,him,PERSON
71617,uc1.$b251007,39,her,PERSON
71618,mdp.39015004729474,93,Agnes,PERSON
71619,mdp.39015018046923,123,Manuel,PERSON
71620,nyp.33433076059314,56,he,PERSON
71621,mdp.39015028485905,91,he,PERSON
71622,mdp.39015004753730,311,he,PERSON
71623,mdp.39015043798431,171,he,PERSON
71624,uc1.32106010537014,98,Ruth,PERSON
71625,mdp.39015002741612,55,He,PERSON
71626,nc01.ark:/13960/t3mw3rp2b,150,Bible,MISC
71627,uc1.32106005672461,110,Kenny,PERSON
71628,mdp.39015002338021,103,His,PERSON
71629,mdp.39015022022837,34,Cicly,PERSON
71630,osu.32435001929710,102,her,PERSON
71631,uc1.32106007456509,82,she,PERSON
71632,osu.32435067037739,64,She,PERSON
71633,mdp.39015026712524,255,She,PERSON
71634,mdp.39015010423526,93,she,PERSON
71635,nyp.33433076059314,360,him,PERSON
71636,uc1.$b401343,86,Kit,PERSON
71637,mdp.39015001520603,270,her,PERSON
71638,uc1.b4095384,22,Millie,PERSON
71639,mdp.39015014135811,417,him,PERSON
71640,miun.abr7583.0001.001,206,she,PERSON
71641,mdp.39015026712524,178,she,PERSON
71642,uc1.b3834441,237,He,PERSON
71643,mdp.39015042099351,223,he,PERSON
71644,mdp.39015004729474,209,Italian,MISC
71645,mdp.39015028686486,38,he,PERSON
71646,uc1.$b251007,224,her,PERSON
71647,mdp.39015050487928,180,his,PERSON
71648,mdp.39015050555963,270,Mae Jane,PERSON
71649,uc2.ark:/13960/t8mc8s37n,152,Toombsville,LOCATION
71650,uc1.b3470471,35,her,PERSON
71651,uc1.$b119911,107,him,PERSON
71652,umn.31951002320734j,287,his,PERSON
71653,uc1.b3711124,125,she,PERSON
71654,uc1.$b805413,47,Walter,PERSON
71655,uc1.32106007387381,563,his,PERSON
71656,txu.059173025245647,361,Stephen,PERSON
71657,mdp.39015000542749,54,he,PERSON
71658,mdp.39015014862448,261,she,PERSON
71659,uva.x001130520,34,her,PERSON
71660,uc1.b3462818,144,Ben,PERSON
71661,uc1.b3973268,350,Congo River,LOCATION
71662,uc1.b4097270,199,She,PERSON
71663,mdp.39015020648625,90,her,PERSON
71664,mdp.39015066051023,123,her,PERSON
71665,mdp.39015066051023,337,her,PERSON
71666,mdp.39015053394543,162,her,PERSON
71667,uc2.ark:/13960/t8mc8s37n,361,she,PERSON
71668,mdp.39015014859253,186,Michael,PERSON
71669,miun.afb3853.0001.001,34,Therese Robieu,PERSON
71670,uc1.32106016182757,224,her,PERSON
71671,mdp.39015025358220,59,Ned,PERSON
71672,mdp.39015016415658,41,he,PERSON
71673,mdp.39015031791232,145,Patsy Mother,PERSON
71674,mdp.39015053394667,278,him,PERSON
71675,mdp.39015014135811,323,He,PERSON
71676,uc1.32106007387381,334,He,PERSON
71677,mdp.39015002215245,64,his,PERSON
71678,osu.32435018054957,409,him,PERSON
71679,nyp.33433076059314,439,him,PERSON
71680,uc1.32106014425844,235,Louis Armstrong,PERSON
71681,mdp.39015004753730,250,she,PERSON
71682,mdp.39015003636316,136,he,PERSON
71683,aeu.ark:/13960/t1mg87x3z,151,he,PERSON
71684,mdp.39015030113016,202,he,PERSON
71685,mdp.39015007057337,191,Celeste,PERSON
71686,uc1.$b323002,59,his,PERSON
71687,osu.32435058033408,39,Urson,PERSON
71688,uiug.30112044974753,59,Morcourt,PERSON
71689,mdp.39015046878727,123,he,PERSON
71690,mdp.39015004313469,84,Pluto,PERSON
71691,mdp.39015014135803,68,her,PERSON
71692,mdp.39015053394352,101,Lee,PERSON
71693,mdp.39015010423526,19,Municipal Railroad Depot,ORGANIZATION
71694,mdp.39015004168491,100,he,PERSON
71695,uc1.$b802495,63,he,PERSON
71696,uva.x001130520,28,her,PERSON
71697,emu.10002331914,274,she,PERSON
71698,mdp.39015003635185,92,Stone,PERSON
71699,uc1.$b76124,172,her,PERSON
71700,mdp.39015047473577,66,Valerian,PERSON
71701,pst.000005442492,69,her,PERSON
71702,mdp.39015013331627,186,Mayor LaGuardia,LOCATION
71703,pst.000043463589,8,Mildred D. Taylor,PERSON
71704,uc1.$b802359,188,Hosie,PERSON
71705,mdp.39015030202835,72,Belton,LOCATION
71706,uc1.$b63692,225,Dora,PERSON
71707,uc1.32106012836174,286,his,PERSON
71708,mdp.39015040116777,25,his,PERSON
71709,mdp.39015028095795,83,1782,DATE
71710,osu.32435067037481,133,she,PERSON
71711,mdp.39015011807370,120,his,PERSON
71712,uc1.$b63692,194,her,PERSON
71713,mdp.39015059415839,104,Dorothy,PERSON
71714,emu.010001355363,125,him,PERSON
71715,uc1.$b63692,328,Warmoth,PERSON
71716,hvd.hn3hhr,94,he,PERSON
71717,hvd.32044019565514,186,Ohio Valley,LOCATION
71718,mdp.39015020716356,409,him,PERSON
71719,mdp.39015004315027,132,she,PERSON
71720,uc1.32106002158183,206,He,PERSON
71721,mdp.39015011800169,83,Jesse,PERSON
71722,mdp.39015011802561,74,him,PERSON
71723,uc1.$b399374,234,Mack,PERSON
71724,mdp.39015053394543,163,her,PERSON
71725,miun.afb3853.0001.001,103,he,PERSON
71726,uc1.32106002174701,138,David,PERSON
71727,uc1.b3273229,226,He,PERSON
71728,mdp.39015016415658,184,her,PERSON
71729,nyp.33433076059314,27,his,PERSON
71730,uc1.32106002158183,282,His,PERSON
71731,mdp.39015008356332,65,Angela,PERSON
71732,uc1.32106007393728,82,Rufus,PERSON
71733,mdp.39015014637402,447,his,PERSON
71734,uva.x000951729,305,European,MISC
71735,mdp.39015030747045,234,Robertson,PERSON
71736,mdp.39015033255236,276,his,PERSON
71737,dul1.ark:/13960/t6vx6fj7q,110,him,PERSON
71738,mdp.39015016440656,180,Taylor,PERSON
71739,mdp.39015014637402,392,Pizarro,PERSON
71740,mdp.39015018971088,28,her,PERSON
71741,uc1.b4397888,25,Jake,PERSON
71742,mdp.39015028718305,167,Vicksburg,LOCATION
71743,uc2.ark:/13960/t1zc7sr2j,209,she,PERSON
71744,uc1.32106002158183,257,Houston,PERSON
71745,uc1.b3688021,291,her,PERSON
71746,uc1.32106007125674,175,last night,TIME
71747,uc1.31822021280524,27,He,PERSON
71748,mdp.39015031592358,390,Hank,PERSON
71749,mdp.39015001816555,82,she,PERSON
71750,inu.30000007418811,318,Sunday,DATE
71751,mdp.39015014862257,140,she,PERSON
71752,uc2.ark:/13960/t17m04p6z,186,she,PERSON
71753,uc1.32106013616450,113,Daniel,PERSON
71754,uc1.$b120181,86,his,PERSON
71755,uc1.b2839252,153,him,PERSON
71756,txu.059173005430726,412,Hollywood,LOCATION
71757,uc1.$b187128,233,she,PERSON
71758,uc1.$b63731,120,him,PERSON
71759,uc1.$b803101,77,she,PERSON
71760,uc1.$b63692,318,Yvon,PERSON
71761,mdp.49015001406827,289,He,PERSON
71762,mdp.39015040116777,175,he,PERSON
71763,uc1.32106018321106,157,his,PERSON
71764,osu.32435060119922,48,her,PERSON
71765,uc1.$b87048,241,Garret,PERSON
71766,uva.x000170689,183,Negro,MISC
71767,mdp.39015000536758,190,Pa.,LOCATION
71768,mdp.39015048899069,177,Jupiter,LOCATION
71769,uc1.$b236269,239,him,PERSON
71770,mdp.39015000536758,92,She,PERSON
71771,hvd.32044019565514,304,White,PERSON
71772,mdp.39015014135811,146,He,PERSON
71773,uc1.$b102361,255,His,PERSON
71774,uc1.$b802239,71,her,PERSON
71775,miun.abr7583.0001.001,211,Her,PERSON
71776,miun.abr7583.0001.001,119,Spruce Street,LOCATION
71777,nnc1.50042178,104,his,PERSON
71778,mdp.39015020712173,45,His,PERSON
71779,hvd.32044021096433,159,Ernestine DeShon,PERSON
